speaker,bigram,n,total,tf,idf,tf_idf
Asa Hutchinson,arkansas businesses,3,6925,0.0021037868162692847,3.912023005428146,0.008230062423761878
Bill Lee,tnsots https,14,6070,0.00877742946708464,3.912023005428146,0.034337506003758025
Bill Lee,tennessee https,9,6070,0.005642633228840125,2.8134107167600364,0.015875044796765096
Bill Lee,media briefing,7,6070,0.00438871473354232,1.8325814637483102,0.00804267727036876
Bill Lee,public information,6,6070,0.003761755485893417,2.8134107167600364,0.010583363197843398
Bill Lee,information line,5,6070,0.003134796238244514,2.5257286443082556,0.007917644653003935
Bill Lee,tnsots address,5,6070,0.003134796238244514,3.912023005428146,0.01226339500134215
Bill Lee,middle tennessee,4,6070,0.0025078369905956114,3.912023005428146,0.009810716001073722
Bill Lee,tennesseans healthy,4,6070,0.0025078369905956114,3.912023005428146,0.009810716001073722
Bill Lee,tennessee department,4,6070,0.0025078369905956114,3.912023005428146,0.009810716001073722
Bill Lee,tndeptofhealth https,4,6070,0.0025078369905956114,3.912023005428146,0.009810716001073722
Brad Little,idleg https,20,7184,0.011229646266142616,3.912023005428146,0.043930634535970195
Brad Little,idpol https,19,7184,0.010668163952835485,3.912023005428146,0.04173410280917168
Brad Little,idleg idpol,12,7184,0.00673778775968557,3.912023005428146,0.026358380721582118
Brad Little,governor brad,7,7184,0.0039303761931499155,3.912023005428146,0.015375722087589567
Brad Little,idedu idleg,7,7184,0.0039303761931499155,3.912023005428146,0.015375722087589567
Brad Little,statewide stay,7,7184,0.0039303761931499155,2.5257286443082556,0.009927063733945979
Brad Little,idaho public,6,7184,0.003368893879842785,3.912023005428146,0.013179190360791059
Brad Little,idedu https,6,7184,0.003368893879842785,3.912023005428146,0.013179190360791059
Brad Little,health district,5,7184,0.002807411566535654,3.2188758248682006,0.00903670922197698
Brad Little,idaho governorlittle,5,7184,0.002807411566535654,3.912023005428146,0.010982658633992549
Brian Kemp,gapol https,143,11580,0.05487336914811972,3.912023005428146,0.21466588249279542
Brian Kemp,gt gt,18,11580,0.006907137375287797,2.120263536200091,0.01464495151634752
Brian Kemp,georgia gapol,10,11580,0.003837298541826554,3.912023005428146,0.015011600174321358
Brian Kemp,total confirmed,9,11580,0.0034535686876438986,2.8134107167600364,0.009716307156884239
Brian Kemp,families safe,8,11580,0.0030698388334612432,2.120263536200091,0.006508867340598898
Brian Kemp,gapol update,7,11580,0.002686108979278588,3.912023005428146,0.01050812012202495
Brian Kemp,safe gapol,7,11580,0.002686108979278588,3.912023005428146,0.01050812012202495
Brian Kemp,statistical information,7,11580,0.002686108979278588,3.912023005428146,0.01050812012202495
Brian Kemp,status report,7,11580,0.002686108979278588,3.912023005428146,0.01050812012202495
Brian Kemp,hardworking georgians,5,11580,0.001918649270913277,3.912023005428146,0.007505800087160679
Charlie Baker,massltgov masshhs,20,10253,0.007429420505200594,3.912023005428146,0.029064063933344323
Charlie Baker,masotc https,18,10253,0.006686478454680535,3.912023005428146,0.02615765754000989
Charlie Baker,update https,12,10253,0.004457652303120356,1.3470736479666094,0.006004785949331097
Charlie Baker,masshhs sec,11,10253,0.004086181277860327,3.912023005428146,0.015985235163339377
Charlie Baker,masshhs masseea,9,10253,0.0033432392273402673,3.912023005428146,0.013078828770004944
Charlie Baker,sec sudders,9,10253,0.0033432392273402673,3.912023005428146,0.013078828770004944
Charlie Baker,live covid,8,10253,0.0029717682020802376,2.8134107167600364,0.008360804507459246
Charlie Baker,masseea mbta,8,10253,0.0029717682020802376,3.912023005428146,0.011625625573337729
Charlie Baker,mbta massdot,8,10253,0.0029717682020802376,3.912023005428146,0.011625625573337729
Charlie Baker,massdph https,6,10253,0.002228826151560178,3.912023005428146,0.008719219180003297
Chris Sununu,granite staters,43,18927,0.010891590678824722,3.912023005428146,0.04260815330126907
Chris Sununu,covid ー,16,18927,0.004052684903748734,1.2729656758128876,0.005158928777357194
Chris Sununu,nhpolitics https,12,18927,0.00303951367781155,3.912023005428146,0.011890647432912297
Chris Sununu,remote learning,11,18927,0.002786220871327254,1.9661128563728327,0.005478024675810831
Chris Sununu,wmur https,11,18927,0.002786220871327254,3.912023005428146,0.010899760146836272
Chris Sununu,governor sununu,10,18927,0.0025329280648429585,3.912023005428146,0.009908872860760249
Chris Sununu,sports betting,9,18927,0.0022796352583586625,2.8134107167600364,0.0064135502661702955
Chris Sununu,hampshire families,8,18927,0.002026342451874367,3.912023005428146,0.007927098288608199
Chris Sununu,lori shibinette,7,18927,0.0017730496453900709,3.912023005428146,0.0069362110025321735
Chris Sununu,nh https,7,18927,0.0017730496453900709,3.2188758248682006,0.0057072266398372345
David Ige,higov https,9,13687,0.0024200053777897286,3.912023005428146,0.00946711671117325
David Ige,hawaii https,8,13687,0.0021511158913686476,3.2188758248682006,0.0069241749392163505
David Ige,david ige,7,13687,0.0018822264049475664,3.2188758248682006,0.006058653071814306
David Ige,mayorkirkhnl honolulugov,7,13687,0.0018822264049475664,3.912023005428146,0.007363312997579193
David Ige,govhawaii ige,6,13687,0.0016133369185264857,3.912023005428146,0.006311411140782167
David Ige,hawaii department,6,13687,0.0016133369185264857,3.912023005428146,0.006311411140782167
David Ige,climate conference,5,13687,0.0013444474321054048,3.912023005428146,0.005259509283985139
David Ige,govhawaii https,5,13687,0.0013444474321054048,3.912023005428146,0.005259509283985139
David Ige,live edition,5,13687,0.0013444474321054048,3.912023005428146,0.005259509283985139
David Ige,rt energyhawaiigov,5,13687,0.0013444474321054048,3.912023005428146,0.005259509283985139
Doug Burgum,north dakota,29,5580,0.022256331542594012,2.8134107167600364,0.06261620167769842
Doug Burgum,press briefing,8,5580,0.0061396776669224865,1.5141277326297755,0.009296256224895015
Doug Burgum,north dakotans,7,5580,0.005372217958557176,3.912023005428146,0.0210162402440499
